0 -0.146221 0.00132817
1 1.09145 1.49241
2 2.44 1.19128
3 -0.511785 1.7616
4 1.9233 1.4732
5 -0.632295 2.22843
6 3.39312 1.88775
7 1.69735 1.65117
8 1.43579 1.61697
9 0.414703 1.67929
10 1.98842 1.7647
11 0.811331 1.65901
12 2.17455 1.28368
13 -0.52325 1.41134
14 0.150489 1.23672
15 2.42723 1.33806
16 -1.12265 1.36604
17 3.52126 1.78015
18 -1.00701 1.5111
19 0.148012 1.65534
20 -0.12954 1.74076
21 4.89495 1.50199
22 3.10071 1.68123
23 2.13101 1.3716
24 -0.825861 0.997503
25 -1.02197 1.25762
26 1.98584 1.75415
27 -0.0329633 1.36824
28 1.72184 1.81474
29 1.55814 1.32244
30 -0.799032 1.28998
31 -1.03886 1.07433
32 1.06577 1.68374
33 1.1653 1.33331
34 -2.00554 1.1143
35 -0.350234 1.84382
36 1.09185 1.59031
37 -2.60261 1.57001
38 3.21118 1.27247
39 -2.5815 1.43796
40 -0.95125 1.06369
41 -0.0698543 1.20271
42 2.05834 1.30916
43 -0.228063 1.32775
44 2.64669 1.58945
45 -0.63611 1.67151
46 2.95759 1.20369
47 -2.57823 1.4136
48 0.378043 1.40796
49 -1.89529 1.2834
50 -0.843017 1.28768
51 -0.307001 1.4969
52 -2.99459 1.36799
53 1.6693 1.64134
54 -0.900668 1.55757
55 -2.98808 1.5521
56 0.441224 1.0411
57 1.58141 1.40668
58 0.660659 1.60184
59 -0.368327 1.38477
60 2.58757 1.57268
61 3.46229 1.54228
62 2.78795 1.42938
63 -1.26477 1.33729
64 0.138274 1.19882
65 2.16048 1.25611
66 -0.425398 1.43622
67 0.744728 1.40978
68 1.92174 1.63107
69 1.48703 1.59811
70 0.204937 1.50535
71 -1.60847 1.38087
72 -0.0896344 1.38702
73 0.0501126 1.19101
74 -1.06165 1.16222
75 -1.73846 1.31334
76 0.234835 0.846924
77 0.263273 1.56049
78 -1.00269 1.40949
79 -0.0427284 1.54492
80 0.640774 1.3055
81 -0.61944 1.35527
82 1.30767 1.71385
83 0.544772 1.26536
84 -0.630692 1.13349
85 -0.18862 1.81696
86 1.71203 1.69057
87 0.311605 1.40602
88 -1.15449 1.69172
89 -0.0141658 1.41536
90 -0.0904953 1.55245
91 -2.52075 1.40222
92 0.176253 1.52741
93 0.846832 1.62445
94 1.1809 1.31776
95 -1.16744 1.41666
96 0.431137 1.20152
97 3.8019 1.72841
98 2.29171 1.26635
99 0.135602 1.49598
100 1.51272 1.48736
101 0.52355 2.05391
102 -0.999296 1.67445
103 1.78592 1.15223
104 0.958035 1.26617
105 0.519211 1.71578
106 0.37125 1.53864
107 1.21406 1.36586
108 1.04071 1.42588
109 1.06877 1.7753
110 -0.700057 1.47549
111 -1.87757 1.26769
112 -0.75406 1.54044
113 2.33706 1.67919
114 1.04021 1.40225
115 -0.13632 1.73724
116 0.68952 1.87245
117 2.37629 1.416
118 1.17724 1.65982
