           1  -0.0400359  -0.0400359           0
           2  -0.0403182  -0.0401771 0.000141133
           3  -0.0410528   -0.040469 0.000303079
           4  -0.0408035  -0.0405526 0.000230047
           5   -0.040159  -0.0404739 0.000194809
           6   -0.040658  -0.0405046 0.000161992
           7  -0.0405009   -0.040504 0.000136909
           8  -0.0403353   -0.040483 0.000120429
           9  -0.0399285  -0.0404213 0.000122784
          10  -0.0405333  -0.0404325 0.000110391
