           1   0.0257524   0.0257524           0
           2   0.0260403   0.0258964 0.000143925
           3   0.0267691   0.0261873 0.000302544
           4    0.026514    0.026269 0.000228991
           5   0.0258805   0.0261913 0.000193646
           6   0.0263706   0.0262211 0.000160911
           7   0.0262252   0.0262217 0.000135996
           8   0.0260372   0.0261987 0.000120012
           9   0.0256581   0.0261386 0.000121693
          10   0.0262507   0.0261498 0.000109422
