           1  -0.0307002  -0.0307002           0
           2  -0.0307013  -0.0307007 5.28736e-07
           3  -0.0307432  -0.0307149 1.41616e-05
           4  -0.0307233   -0.030717 1.02336e-05
           5  -0.0306976  -0.0307131 8.82341e-06
           6  -0.0307034  -0.0307115 7.38225e-06
           7  -0.0307028  -0.0307103 6.36243e-06
           8  -0.0307025  -0.0307093   5.595e-06
           9  -0.0306935  -0.0307075 5.23735e-06
          10  -0.0307296  -0.0307097 5.17773e-06
          11  -0.0307061  -0.0307094  4.6953e-06
          12  -0.0307149  -0.0307099  4.3109e-06
          13  -0.0307189  -0.0307106 4.02653e-06
          14  -0.0307277  -0.0307118 3.92391e-06
          15  -0.0307416  -0.0307138 4.15943e-06
          16  -0.0307234  -0.0307144 3.93711e-06
          17  -0.0307344  -0.0307156 3.88038e-06
          18  -0.0306778  -0.0307135  4.2169e-06
          19  -0.0306957  -0.0307125 4.09689e-06
          20  -0.0307174  -0.0307128 3.89445e-06
          21  -0.0307154  -0.0307129 3.70646e-06
          22  -0.0307044  -0.0307125 3.55508e-06
          23  -0.0307062  -0.0307122 3.40818e-06
          24  -0.0307202  -0.0307126 3.27982e-06
          25  -0.0306991   -0.030712 3.19164e-06
          26   -0.030713  -0.0307121 3.06667e-06
          27  -0.0307338  -0.0307129 3.05889e-06
          28  -0.0307167   -0.030713 2.95082e-06
          29  -0.0307002  -0.0307126 2.88143e-06
          30  -0.0307359  -0.0307133 2.89051e-06
          31   -0.030726  -0.0307137 2.82545e-06
          32  -0.0307151  -0.0307138 2.73606e-06
          33  -0.0307188  -0.0307139 2.65621e-06
          34  -0.0306957  -0.0307134 2.63206e-06
          35  -0.0307157  -0.0307135 2.55661e-06
          36  -0.0307046  -0.0307132 2.49681e-06
          37  -0.0307246  -0.0307135 2.44778e-06
          38  -0.0307291  -0.0307139 2.41747e-06
          39  -0.0307473  -0.0307148 2.50529e-06
          40  -0.0307215   -0.030715 2.44767e-06
          41  -0.0307179   -0.030715 2.38826e-06
          42  -0.0307412  -0.0307157 2.41259e-06
          43  -0.0306961  -0.0307152 2.39917e-06
          44   -0.030707   -0.030715 2.35139e-06
          45  -0.0307268  -0.0307153 2.31349e-06
          46  -0.0307404  -0.0307158  2.3275e-06
          47  -0.0307083  -0.0307157   2.283e-06
          48  -0.0306908  -0.0307152 2.29426e-06
          49  -0.0306996  -0.0307148 2.26924e-06
          50  -0.0307328  -0.0307152 2.25225e-06
          51  -0.0307086  -0.0307151 2.21137e-06
          52  -0.0307156  -0.0307151 2.16845e-06
          53  -0.0306921  -0.0307146 2.17093e-06
          54  -0.0307479  -0.0307153 2.21766e-06
          55  -0.0307174  -0.0307153 2.17732e-06
          56  -0.0307007   -0.030715 2.15385e-06
          57  -0.0307083  -0.0307149   2.119e-06
          58  -0.0306984  -0.0307146 2.10151e-06
          59  -0.0307016  -0.0307144  2.0774e-06
          60  -0.0307023  -0.0307142 2.05251e-06
          61  -0.0307133  -0.0307142 2.01863e-06
          62  -0.0307146  -0.0307142 1.98582e-06
          63  -0.0307122  -0.0307142 1.95429e-06
          64  -0.0307098  -0.0307141  1.9247e-06
          65  -0.0306835  -0.0307136 1.95265e-06
          66   -0.030733  -0.0307139 1.94519e-06
          67  -0.0307232  -0.0307141 1.92097e-06
          68  -0.0307065   -0.030714 1.89579e-06
          69  -0.0307029  -0.0307138 1.87502e-06
          70   -0.030727   -0.030714 1.85759e-06
          71  -0.0307152   -0.030714 1.83132e-06
          72  -0.0307249  -0.0307142 1.81205e-06
          73   -0.030691  -0.0307138 1.81509e-06
          74  -0.0307031  -0.0307137 1.79629e-06
          75   -0.030682  -0.0307133 1.82183e-06
          76  -0.0307124  -0.0307133 1.79774e-06
          77  -0.0307146  -0.0307133 1.77433e-06
          78  -0.0307024  -0.0307131 1.75696e-06
          79  -0.0307184  -0.0307132 1.73585e-06
          80  -0.0307239  -0.0307133 1.71921e-06
          81  -0.0307225  -0.0307134 1.70163e-06
          82  -0.0307188  -0.0307135 1.68202e-06
          83  -0.0307224  -0.0307136  1.6651e-06
          84  -0.0307093  -0.0307136 1.64595e-06
          85  -0.0307188  -0.0307136 1.62764e-06
          86  -0.0307287  -0.0307138 1.61817e-06
          87  -0.0307345   -0.030714 1.61711e-06
          88  -0.0307128   -0.030714  1.5987e-06
          89  -0.0307238  -0.0307141 1.58444e-06
          90  -0.0307198  -0.0307142 1.56802e-06
          91  -0.0307266  -0.0307143 1.55666e-06
          92   -0.030693  -0.0307141 1.55703e-06
          93  -0.0307246  -0.0307142 1.54431e-06
          94  -0.0306945   -0.030714  1.5421e-06
          95  -0.0306908  -0.0307138 1.54527e-06
          96   -0.030705  -0.0307137 1.53181e-06
          97   -0.030707  -0.0307136 1.51751e-06
          98  -0.0307089  -0.0307136  1.5027e-06
          99  -0.0307143  -0.0307136 1.48746e-06
         100  -0.0307105  -0.0307135 1.47282e-06
