0 -0.150199 0.00256069
1 0.169501 0.214458
2 0.320861 0.124454
3 0.229595 0.238613
4 0.501417 0.154019
5 0.221637 0.237766
6 0.424549 0.201529
7 0.717913 0.195903
8 0.653227 0.176347
9 0.0868955 0.178502
10 0.449338 0.179495
11 0.139576 0.152453
12 0.332293 0.183162
13 0.429132 0.166137
14 0.190206 0.141888
15 0.31949 0.148517
16 0.360282 0.156511
17 0.361217 0.19541
18 0.281528 0.130121
19 0.117489 0.197403
20 0.433016 0.144263
21 0.597771 0.156246
22 0.519174 0.147748
23 0.192439 0.199785
24 0.2904 0.135321
25 0.289851 0.137761
26 0.418653 0.112518
27 0.29667 0.149133
28 0.341238 0.138886
29 0.331636 0.186495
30 0.39359 0.153932
31 0.199967 0.132603
32 0.506679 0.164555
33 0.456582 0.114769
34 0.142555 0.102323
35 0.14748 0.113926
36 0.226826 0.161561
37 0.137106 0.179643
38 0.400233 0.155203
39 0.232811 0.127197
40 0.140118 0.146226
41 0.262503 0.131724
42 0.29419 0.160708
43 0.262295 0.155666
44 0.614532 0.131854
45 0.308875 0.174089
46 0.508138 0.0903237
47 0.107217 0.133448
48 0.531829 0.146213
49 0.275464 0.139009
50 0.293249 0.150669
51 -0.0240139 0.158901
52 0.165346 0.139227
53 0.353344 0.12823
54 0.3275 0.165296
55 0.245896 0.0942167
56 0.209218 0.13672
57 0.251112 0.161029
58 0.228883 0.127414
59 0.139165 0.121161
60 0.342083 0.12303
61 0.473433 0.106144
62 0.53009 0.0932393
63 0.165537 0.0887145
64 0.20733 0.123941
65 0.416138 0.082713
66 0.273804 0.117701
67 0.48444 0.151048
68 0.337047 0.142644
69 0.339714 0.126442
70 0.390201 0.132019
71 0.256315 0.135266
72 0.0471398 0.112774
73 0.111239 0.11937
74 0.202708 0.152102
75 0.291586 0.137314
76 0.492967 0.108628
77 0.199074 0.120804
78 0.294077 0.108999
79 0.287815 0.0886434
80 0.210537 0.116364
81 0.324131 0.0788608
82 0.53985 0.101605
83 0.202608 0.112936
84 0.518082 0.108054
85 0.164089 0.106299
86 0.271316 0.13703
87 0.260479 0.103744
88 0.363721 0.112857
89 0.385866 0.123968
90 0.335804 0.126429
91 0.110215 0.133887
92 0.103202 0.112435
93 0.262979 0.118992
94 0.420236 0.132632
95 0.316852 0.102467
96 0.541421 0.0985379
97 0.271831 0.131512
98 0.355838 0.0965333
99 0.296666 0.116764
100 0.492627 0.12089
101 0.412368 0.141412
102 0.235507 0.104047
103 0.441106 0.118802
104 0.321312 0.128724
105 0.185497 0.152913
106 0.151943 0.132208
107 0.231378 0.1097
108 0.483546 0.112831
109 0.602788 0.173438
110 0.0873378 0.115675
111 0.138777 0.1171
112 0.317691 0.125039
113 0.59337 0.10492
114 0.441558 0.139337
115 0.342055 0.140352
116 0.209874 0.0863768
117 0.460267 0.0879455
118 0.347589 0.11453
119 0.34057 0.101429
120 0.0926413 0.0930093
121 0.259709 0.123976
122 0.446754 0.119095
123 0.328946 0.124998
124 0.341012 0.105326
125 0.247736 0.0980936
126 0.42106 0.117297
127 0.313496 0.119148
128 0.31443 0.156797
129 0.38629 0.106652
130 0.247606 0.118955
131 0.227493 0.109111
132 0.281815 0.151277
133 0.379089 0.121353
134 0.42194 0.076729
135 0.379575 0.123373
136 0.433442 0.0918854
137 0.138695 0.0975376
138 0.207794 0.102551
139 0.301639 0.115492
140 0.302417 0.108166
141 0.292964 0.0998313
142 0.660755 0.0981711
143 0.203637 0.0924785
144 0.442565 0.1079
145 0.14937 0.105644
146 0.323257 0.101736
147 0.334872 0.124524
148 0.340315 0.0871749
149 0.296062 0.106543
150 0.194341 0.117236
151 0.219643 0.136101
152 0.200485 0.144659
153 0.307482 0.104475
154 0.311987 0.118507
155 0.127371 0.121497
156 0.288092 0.128796
157 0.492458 0.120856
158 0.244148 0.129762
159 0.482998 0.141757
160 0.158751 0.1216
161 0.202689 0.105969
162 0.219858 0.135993
163 0.297307 0.110924
164 0.397684 0.135608
165 0.162076 0.105138
166 0.317532 0.101134
167 0.243606 0.149289
168 0.5064 0.111394
169 0.180297 0.100837
170 0.134404 0.0934358
171 0.342472 0.0827538
172 0.477881 0.0971907
173 0.411226 0.100679
174 0.283732 0.115289
175 0.239333 0.150693
176 0.0664628 0.130646
177 0.174899 0.0946565
178 0.227077 0.115758
