           1  -0.0615187  -0.0615187           0
           2  -0.0613953   -0.061457  6.1672e-05
           3  -0.0615891   -0.061501 5.66272e-05
           4   -0.061316  -0.0614548 6.11893e-05
           5  -0.0615978  -0.0614834 5.53611e-05
           6  -0.0613152  -0.0614553 5.31865e-05
           7  -0.0614246  -0.0614509 4.51654e-05
           8  -0.0614818  -0.0614548 3.93038e-05
           9  -0.0613538  -0.0614436 3.64351e-05
          10  -0.0615092  -0.0614501 3.32436e-05
          11  -0.0614098  -0.0614465 3.02927e-05
          12  -0.0614919  -0.0614503 2.79114e-05
          13  -0.0613458  -0.0614422 2.69019e-05
          14  -0.0615552  -0.0614503 2.61804e-05
          15  -0.0614695  -0.0614516 2.44062e-05
          16  -0.0615447  -0.0614574 2.35605e-05
          17  -0.0614598  -0.0614575 2.21317e-05
          18  -0.0614558  -0.0614574 2.08661e-05
          19  -0.0614927  -0.0614593 1.98247e-05
          20  -0.0614494  -0.0614588 1.88139e-05
          21  -0.0614406  -0.0614579 1.79165e-05
          22  -0.0614384  -0.0614571 1.71057e-05
          23  -0.0614851  -0.0614583 1.63904e-05
          24  -0.0613169  -0.0614524 1.67611e-05
          25  -0.0615609  -0.0614567 1.66522e-05
          26  -0.0613909  -0.0614542 1.61979e-05
          27  -0.0614648  -0.0614546 1.55914e-05
          28  -0.0613889  -0.0614522  1.5206e-05
          29   -0.061473   -0.061453 1.46898e-05
          30  -0.0615322  -0.0614556 1.44354e-05
          31  -0.0613036  -0.0614507 1.47975e-05
          32   -0.061443  -0.0614505 1.43296e-05
          33  -0.0613397  -0.0614471 1.42881e-05
          34  -0.0614324  -0.0614467 1.38683e-05
          35  -0.0615651    -0.06145  1.3885e-05
          36   -0.061314  -0.0614463 1.40133e-05
          37  -0.0615456   -0.061449 1.38914e-05
          38  -0.0614264  -0.0614484  1.3534e-05
          39  -0.0614158  -0.0614475 1.32088e-05
          40  -0.0615163  -0.0614492 1.29886e-05
          41  -0.0614489  -0.0614492 1.26679e-05
          42  -0.0614406   -0.061449 1.23643e-05
          43  -0.0613453  -0.0614466 1.23118e-05
          44  -0.0615337  -0.0614486 1.21905e-05
          45  -0.0613399  -0.0614462  1.2159e-05
          46  -0.0615172  -0.0614477 1.19917e-05
          47  -0.0615847  -0.0614506 1.20903e-05
          48  -0.0614092  -0.0614498 1.18672e-05
          49  -0.0616085   -0.061453 1.20652e-05
          50  -0.0612751  -0.0614495 1.23454e-05
          51  -0.0615357  -0.0614511 1.22184e-05
          52  -0.0614322  -0.0614508 1.19866e-05
          53  -0.0614497  -0.0614508 1.17583e-05
          54  -0.0614561  -0.0614509 1.15389e-05
          55  -0.0614771  -0.0614513 1.13372e-05
          56  -0.0615115  -0.0614524 1.11846e-05
          57  -0.0614977  -0.0614532 1.10153e-05
          58    -0.06149  -0.0614538 1.08423e-05
          59   -0.061365  -0.0614523 1.07629e-05
          60  -0.0615512   -0.061454 1.07095e-05
          61  -0.0612152  -0.0614501 1.12367e-05
          62  -0.0614461    -0.06145 1.10541e-05
          63  -0.0614877  -0.0614506 1.08937e-05
          64   -0.061455  -0.0614507 1.07223e-05
          65  -0.0614477  -0.0614506 1.05562e-05
          66  -0.0615037  -0.0614514 1.04261e-05
          67  -0.0614633  -0.0614516 1.02709e-05
          68  -0.0614963  -0.0614523   1.014e-05
          69  -0.0614341   -0.061452 9.99547e-06
          70  -0.0613286  -0.0614502 1.00082e-05
          71   -0.061591  -0.0614522 1.00634e-05
          72  -0.0615091   -0.061453 9.95403e-06
          73  -0.0614007  -0.0614523 9.84284e-06
          74  -0.0615024   -0.061453 9.73251e-06
          75  -0.0613682  -0.0614518 9.66822e-06
          76  -0.0615187  -0.0614527 9.58058e-06
          77  -0.0613324  -0.0614512 9.58353e-06
          78  -0.0614707  -0.0614514 9.46318e-06
          79  -0.0614965   -0.061452 9.36005e-06
          80   -0.061408  -0.0614514 9.25862e-06
          81  -0.0614272  -0.0614511 9.14851e-06
          82   -0.061454  -0.0614512 9.03632e-06
          83  -0.0615181   -0.061452 8.96309e-06
          84  -0.0613517  -0.0614508 8.93581e-06
          85  -0.0615197  -0.0614516 8.86716e-06
          86  -0.0613778  -0.0614507 8.80534e-06
          87  -0.0613419  -0.0614495 8.79293e-06
          88  -0.0615564  -0.0614507 8.77693e-06
          89  -0.0615322  -0.0614516 8.72589e-06
          90  -0.0613231  -0.0614502  8.7458e-06
          91  -0.0615241   -0.061451 8.68726e-06
          92  -0.0612905  -0.0614492 8.76772e-06
          93  -0.0614232   -0.061449 8.67747e-06
          94  -0.0615819  -0.0614504 8.70044e-06
          95   -0.061378  -0.0614496 8.64199e-06
          96  -0.0614272  -0.0614494 8.55467e-06
          97  -0.0614644  -0.0614495 8.46743e-06
          98  -0.0614382  -0.0614494 8.38139e-06
          99  -0.0614653  -0.0614496 8.29784e-06
         100   -0.061495    -0.06145 8.22699e-06
